,Número de registro,Outros números,Denominação,Resumo descritivo,Título,Autor,Material/Técnica,Local de produção,Data de produção,Classificação,Estado de conservação,Dimensões - altura,Dimensões - largura,Dimensões - profundidade/comprimento,Dimensões - diâmetro,Dimensões - peso,Condições de reprodução
194,848,,Retrato (pintura),"Torso de homem, cabeça voltada para a esquerda inclinada para baixo. Cabelos, bigode e barba escuros, com algumas partes grisalhas. Beca preta, cordão torcido, duplo, na altura da cintura. Fundo constituído de duas áreas distintas: a da esquerda mais escura, em tons de terra e a da direita mais clara, em tons de ocre. Assinatura da autora no canto inferior direito em tinta branca: ""V. Carvalho"". Inscrições na margem inferior esquerda em tinta branca: ""Ao Dr. J. Pires Brandão"". Moldura em madeira encerada, baguete dourada.",Conselheiro Antônio Ferreira Viana,Vilma Teresa Rodrigues de Carvalho,madeira | óleo,Brasil,19--,02.6 Pintura,Bom,18.1,14.2,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
195,849,,Retrato (pintura),"Busto de homem ligeiramente voltado para a direita. Cabelos curtos, escuros, com entradas laterais. Bigode e barba castanhos, compridos. Olhos castanhos. Nariz regular. Lábio inferior aparente. Túnica preta com quatro botões dourados. Dragonas douradas, de canutilhos. Sobre peito esquerdo, cinco condecorações: três acima e duas abaixo. Fundo em tons castanhos. Assinatura do autor e datação no canto inferior direito em tinta ocre: ""Sª. Lobo 1873"". Moldura de madeira pintada em tons cinzas. Inscrições no centro do dorso da tela: ""Conservador e restaurado/por/Segismundo/Rio,/1968"".",Tenente-Coronel José Carlos de Carvalho,Antônio Araújo de Sousa Lobo,óleo | tela,Brasil,1873,02.6 Pintura,Bom,87,74,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
196,850,,Retrato (pintura),"Busto de homem voltado para a esquerda. Cabelos escuros na altura do pescoço, partidos ao lado e encaracolados nas pontas. Olhos castanhos, nariz reto, boca pequena. Suíça esquerda aparente e grisalha. Paletó, colete e gravata borboleta pretos. Camisa branca. Fundo em tons de ocre esverdeado. Assinatura do autor, local e datação no canto inferior esquerdo, na altura do ombro direito do retratado: ""J. Baptista/Rio - 99"". Moldura em madeira dourada.",Retrato de senhor em traje civil (atribuído),João Batista da Costa,óleo | tela,Brasil - Rio de Janeiro,1899,02.6 Pintura,Regular,79.1,66,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
197,851,,Paisagem (pintura),"Em primeiro plano, à esquerda, árvore em tons verdes e amarelos. Atrás desta, pequena elevação recoberta de vegetação. À direita, riacho e a sua margem canoa. No fundo, montanhas e céu azul e branco. Assinatura do autor no canto inferior esquerdo em tinta ocre: ""Levino Fanzeres"". Moldura em madeira dourada.",Riacho e canoa (atribuído),Levino de Araújo Vasconcelos Fanzeres,óleo | tela,Brasil,[19--],02.6 Pintura,Bom,89.3,102.2,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
198,853,,Pintura histórica,"Mar revolto, no centro dois galeões em combate. O galeão da esquerda tem proa envolvida por fumaça e popa e mastro central guarnecidos de bandeira de três faixas horizontais (vermelha, branca e azul), destacando-se no centro em amarelo o monograma da Companhia das Índias Ocidentais. Junto da popa, barco com três homens e na parte posterior, à esquerda, caravelas com velas brancas tendo ao centro a cruz da Ordem de Cristo. O galeão da direita apresenta popa envolvida em fumaça. Velas brancas tendo no centro castelo amarelo de três torres. No mastro central, bandeira esquartelada, sendo o primeiro e o quarto quartéis de goles com torre de jalne; o segundo e o terceiro quartéis de prata com rompante de goles. Na parte posterior, à direita, galeões com velas e bandeiras semelhantes. Céu e nuvens. parte inferior da tela sem pintura, coberta por faixa de madeira lisa, dourada, com aproximadamente 10,00 cm de altura. Assinatura do autor, datação e localização no canto inferior direito em tinta preta: ""C. Fausto/939 Rio"". Moldura em madeira dourada com decoração de torcidos nas bordas.",Batalha naval de Abrolhos,Cadmo Fausto,óleo | tela,Brasil - Rio de Janeiro,1939,02.6 Pintura,Regular,98.5,155,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
199,854,,Pintura histórica,"Em primeiro plano, mar azul e ao fundo céu em tons azuis, brancos e cinzas. No meio, navio branco tendo no centro mastro e duas chaminés avermelhadas, de onde sai fumaça cinza. Na proa, pequena bandeira azul e, na popa, bandeira nacional. À esquerda, silhueta de um navio distante. Assinatura do autor, localização e datação no canto inferior esquerdo em tinta azul escura: ""C. Balliester. Rio - 915"". Moldura em madeira lisa e envernizada, tendo no centro da parte inferior o número 20 sobre papel verde quadrangular, com dois orifícios laterais, onde provavelmente era afixada uma placa.",Navio 20 (atribuído),Carlos Balliester,óleo | tela,Brasil - Rio de Janeiro,1915,02.6 Pintura,Bom,71.5,121.5,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
200,855,,Retrato (pintura),"Homem em meio corpo, voltado para a esquerda. Cabelos e bigodes escuros com alguns pontos grisalhos. Testa alta. Paletó preto, gravata na mesma cor, tendo sobre o nó pedra de alfinete. No bolso, lenço branco. Camisa também branca. Fundo em tons ocres e azuis esverdeados. Assinatura do autor, localização e datação no canto inferior direito: ""J. Timotheo/Rio-930"". Moldura em madeira dourada com decoração fitomórfica em alto relevo e cercadura com vazados de forma oval.",Joaquim Murtinho (atribuído),João Timóteo da Costa,óleo | tela,Brasil - Rio de Janeiro,1930,02.6 Pintura,Bom,85.2,65.8,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
201,856,,Pintura histórica,"Na parte superior, céu em tons azulados, rosados e acinzentados. Na parte inferior, mar verde com reflexos azuis. No meio, navio totalmente azul, tendo um mastro onde se destacam duas flâmulas de sinalização: uma branca com círculo vermelho e a outra azul com círculo branco. No centro, na parte mais baixa, três chaminés. Em toda extensão do navio, grupos de homens com fardas azuis. No casco, próximo da proa, pintado na cor branca ""nº 12"". Na popa, a bandeira do Brasil. Assinatura do autor e datação no canto inferior direito: ""Miranda Junior/... 915"". Moldura em madeira com superfície áspera nas cores preta e prateada.",Contratorpedeiro Maranhão,Joaquim Inácio da Costa Miranda Júnior,óleo | tela,Brasil - Rio de Janeiro,1915,02.6 Pintura,Bom,55.9,64.5,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
202,857,,Pintura histórica,"Céu e mar azuis. Nuvens e ondas brancas. Ao fundo, delimitando o horizonte, cadeia de montanhas. No meio, embarcação com chaminé central, de onde sai fumaça em tons ocres, dirigindo-se para o alto, à direita. Nas extremidades, mastros e cordames. No mastro da direita, bandeira nacional. Na parte superior do convés, silhueta de homem e na parte inferior roda de pás. Sem assinatura do autor. Inscrições na parte superior central do dorso: ""22-2-935/A.C.T."" e na lateral direita do dorso em posição invertida: ""CANHONEIRA/LAMEGO"". Moldura em madeira pintada de preto com baguete dourada. No centro inferior, etiqueta de papel verde com o nº 26 em dourado.",Canhoneira Lamego,Não identificado,óleo | papelão,Brasil,186-,02.6 Pintura,Bom,30.7,44.6,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
203,858,,Pintura histórica,"No primeiro plano, mar revolto em tons verde-azulados e brancos. À direita, nau sem mastros com bandeira azul, branca e vermelha na proa, sendo rebocada pelo vapor de três mastros que se encontra à esquerda. No mastro central deste navio, bandeira azul, branca e vermelha e na popa bandeira verde e amarela. Ao fundo, cadeia de montanhas, destacando-se na parte inferior, à esquerda, conjunto de edificações. Céu em tons cinzas e brancos. Assinatura do autor no canto inferior direito em tinta vermelha: ""Gve. James"". Moldura em madeira com decoração fitomórfica purpurinada.",Salvamento da nau Vasco da Gama,Gustave James,óleo | tela,Brasil,18--,02.6 Pintura,Regular,57.3,115.3,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
204,859,,Pintura histórica,"Na parte inferior, detalhe de rio com três canoas na extremidade direita. Na parte superior, elevação e vegetação, destacando-se no centro ruínas com várias portas em arco. À esquerda, parte posterior de edificação semelhante a uma igreja. Céu nos tons azul, branco e rosa. Assinatura do autor no canto inferior esquerdo em tinta roxa: ""Luis Maristany"". Moldura em madeira lisa envernizada.",Ruínas de Humaitá,Luís Maristany,óleo | tela,Paraguai,186-,02.6 Pintura,Bom,48.6,58.8,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
205,861,,Retrato (pintura),"Interior de escritório ou biblioteca. No primeiro plano, homem sentado em cadeira de braços, voltado para a esquerda. Rosto largo, quase de perfil. Queixo pequeno. Cabelos castanhos, curtos e bigode espesso na mesma cor. Olhos semicerrados. Nariz largo com pince-nez. Orelha esquerda visível. Paletó em tons brancos, cinzas e beges. Calça cinza escuro. Braço direito apoiado em tampo de escrivaninha, com perna de bolachas em detalhe, mão apoiada sobre papel, segurando caneta. Braço esquerdo articulado na altura do braço da cadeira, mão em cima do papel. Pernas cruzadas. Ainda sobre escrivaninha, vaso com flores rosas e brancas e estatueta. Ao fundo, móvel revestido de toalha vermelha, estante com livros e quadro. Empastamentos. Assinatura do autor ilegível no canto inferior direito em tinta preta. Moldura em madeira castanha clara, de superfícies ligeiramente côncavas, decorada na parte interna por três frisos dourados.",Coelho Neto,Não identificado,óleo | tela,Brasil,[19--],02.6 Pintura,Bom,48.3,37.3,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
206,862,,Retrato (pintura),"Busto de homem voltado para a direita, inserido em fundo em tons pardos, de contorno oval. Rosto comprido e magro. Nariz fino. Olhos grandes, escuros. Sobrancelhas negras. Cabelos na mesma cor, curtos e lisos. Bigode espesso e barba cheia, grisalhos. Orelha esquerda visível. Paletó preto, fechado. Gravata em laço preta. Camisa branca, colarinho de pontas viradas. No centro da lateral direita, em tinta clara, seguindo a curvatura do fundo, a inscrição: ""THEOPHILO BENEDICTO OTTONI"".",Teófilo Ottoni,Não identificado,óleo | tela,Brasil,18--,02.6 Pintura,Bom,37.2,30,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
207,863,,Retrato (pintura),"Sobre fundo escuro, figura masculina de frente. Usa barba e traja farda preta com dragonas com passadeira e abotoamento duplo com botões dourados com âncora no centro. Colar com condecoração pendente. Sobre o peito esquerdo, na mesma altura do colar, quatro comandas e três medalhas. Sob estas, placa da Imperial Ordem da Rosa. Fundo verde escuro. Área pintada de forma oval sobre tela retangular. Assinatura do autor e datação ilegível no canto inferior esquerdo: ""Vienot et Morrisset Pingebant"". Moldura em madeira dourada, interior em forma oval.",Almirante José Secundino de Gomensoro,Vienot et Morissete,óleo | tela,Brasil,188-,02.6 Pintura,Bom,65.3,54.3,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
208,864,,Retrato (pintura),"Retrato de busto de homem idoso, ligeiramente voltado para a esquerda. Rosto comprido. Cabelos curtos, brancos, com entradas salientes. Olhos e sobrancelhas escuros. Bigode alongado, escuro no centro e grisalho nas pontas. Sobretudo preto, deixando à mostra colarinho branco, alto. Fundo em tons beges e ocres. Área pintada de forma oval, sobre tela retangular. Assinatura do autor e datação no centro da extremidade esquerda, próximo ao ombro direito do retratado, em tinta vermelha: ""Vienot/et/Morisset/PINGEBANT/ANNO/1892"". Inscrição no chassi: ""JOAQUIM DE ARAÚJO MAIA. ENVIA SUA NETA JUDITH MOURÃO DE ARAÚJO MAIA 31/7/..."". Moldura retangular, em madeira dourada, com abertura interior ovalada. Decoração fitomórfica.",Joaquim de Araújo Maia,Édouard Viénot | Georg Henrique Morisset,óleo | tela,Brasil,1892,02.6 Pintura,Bom,61.3,50.5,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
209,3189,,Retrato (pintura),"Painel elíptico. Contra fundo negro busto de figura masculina, face ligeiramente voltada para a sua esquerda, cabelos grisalhos, lábios cerrados, ruga vertical na face direita, traja terno escuro e camisa branca, sobre o peito pendente de fita rosa presa ao pescoço, a Ordem da Rosa . Idêntica condecoração aparece parcialmente sob a lapela do paletó a esquerda.",Visconde de Mauá,Édouard Viénot,óleo | tela,Em pesquisa,,02.6 Pintura,,75,63,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
210,3489,,Retrato (pintura),"Retrato de homem sobre fundo escuro, a meio corpo, voltado para a esquerda, olhando para frente. Cabeleira branca empoada com rabicho negro para trás. Sobrancelhas arqueadas, olhos azuis, lábios rosados, rosto esbranquiçado com faces coradas. Traja farda vermelha com botões dourados. Ao peito, reserva retangular com ramagens (galões dourados). Gola e punhos rendados na cor branca. Braço direito flexionado, mão ao peito sob colete (?). Braço esquerdo flexionado, carregando bastão dourado. No dedo, grande anel. Moldura em madeira dourada, estilo barroco, tendo na parte inferior escudo com as armas do Vice-Rei Dom Luís de Vasconcelos.",D. Luís de Vasconcelos e Sousa,Leandro Joaquim (atribuído),óleo | tela,Brasil,[178-],02.6 Pintura,Bom,88.2,65.7,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
211,3610,,Retrato (pintura),"Contra fundo escuro, liso elíptico busto de senhora idosa ligeiramente voltada para a direita. Cabeça semi-encoberta por toucado em renda com tufos brancos contornado por friso torcido preto e cinza terminado em pontas negras, cabelos brancos acinzentados partidos ao meio contornando a face e cobrindo parcialmente a orelha direita, da qual pende um brinco redondo, negro, tendo centro e contornos perolados. Face sulcada por rugas acentuadas até o pescoço. Vestido negro abotoado na frente, gola redonda de renda branca arrematada por broche redondo com cabeça de animal (?) ao centro contornado por pérolas com acabamento floral dourado. Moldura elíptica em madeira entalhada com motivos florais segmentada em faixas e frisos côncavos, convexos, dourada.",D. Mariana Baptista de Carvalho e Souza,Édouard Viénot,óleo | tela,Brasil,[18--],02.6 Pintura,Bom,76.5,67,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
212,3670,,Retrato (pintura),"Retrato e busto de homem jovem, negro, de frente; rosto comprido; nariz pequeno; lábios grossos; olhos castanhos; sobrancelhas escuras; cabelos pretos, curtos; orelha direita visível; bigode, mosca e pêra curtos, escuros; paletó e gravata em laço, pretos; camisa branca; espécie de rosa pequena, na lapela. Fundo esverdeado. Moldura oval, em madeira estucada, dourada, retocada com purpurina; laço no centro da parte superior e decoração fitomórfica nas bordas.",André Pinto Rebouças,Rodolfo Bernardelli,óleo | tela,Brasil,1857,02.6 Pintura,Bom,48,40,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
213,3671,,Pintura documental,"No primeiro plano, ao centro casal de negros dançando descalços, ele com o torso nu, calção branco e faixa azulada na cintura; ela com pano branco na cabeça, vestido da mesma cor, argolas nas orelhas e colar. Atrás deles, duas mulheres negras sentadas no chão, a da esquerda jovem e a da direita idosa com cachimbo na boca. À esquerda, sobre a esteira, duas mulheres negras, uma das quais segura criança branca, nas proximidades, duas crianças negras, uma nua de pé e a outra vestida sentada no chão. À direita, homens em pé e sentados de costas e de frente, tocando instrumentos musicais; mais distante, silhueta de de homem a cavalo. No segundo plano, à esquerda, duas mulheres brancas de pé com chapéu emplumado na cabeça. Atrás deste grupo, detalhe de casa avarandada, com três colunas cilíndricas visíveis. Ao lado dela, no centro, enorme árvore cuja copa ocupa parte superior. No fundo, à direita, detalhe de morro, árvores distantes e duas palmeiras. À direita, continuação do morro, construção rústica, palmeiras e espécies de roda de carroça. Na extremidade direita três palmeiras . Ao longe, silhueta tortuosa de rio, vegetação e horizonte. Céu em tons róseos e azuis.",Domingo de festa na fazenda,Hans Nöbauer,óleo | tela,Brasil,192-,02.6 Pintura,Bom,88,66,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
214,3674,,Pintura religiosa,"Busto de mulher jovem, cabeça de perfil à direita, voltada para o alto; olho grande, acinzentado; sobrancelha fina preta; boca e nariz finos; cabelos compridos, castanhos claros com reflexos louros; braços estendidos para o alto, dedos entrelaçados, sobre haste retangular castanha com gotas vermelhas na parte superior e na lateral direita. Túnica vermelha drapeada. Fundo azul escuro.",Madalena,Antonio de Castro Alves,cartão | óleo,Brasil - Bahia,1869,02.6 Pintura,Bom,52.2,37.4,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
215,5937,,Pintura histórica,"Estudo da cabeça do cavalo do Marechal Deodoro da Fonseca, para o quadro ""Proclamação da República"". Cavalo branco, com rédeas, de perfil, olhando para o lado direito. Assinatura do autor no canto superior direito: ""HBernardelli"". Moldura em madeira com vestígios de douração. Na tela e na moldura, carimbo: ""Fabrica de Molduras - Galeria Jorge"".",Cabeça de cavalo,Henrique Bernardelli,óleo | tela,Brasil,192-,02.6 Pintura,Bom,95.5,95.8,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
216,6198,,Pintura histórica,"No primeiro plano, ao centro, sobre cavalo branco direcionado para a direita, homem de bigode escuro e passa-piolho branco; chapéu e poncho sobre farda, braço esquerdo estendido, dedo indicador apontando para a direita; braço direito caído, segurando grande lança ao seu lado. Sobre cavalo amarelado, homem de perfil, de bigode e barba longa, brancos, quepe e poncho; mão esquerda segurando rédeas e direita empunhando lança. Atrás destes, entre árvores, vários homens a cavalo, empenhando lanças. Na lateral esquerda, elevação composta de árvores e pedras, de onde escorre água. À direita, riacho e tronco de árvore caiada sobre ele. Ao longe, espécie de clareira com silhuetas de soldados, roda e várias cabanas, uma das quais com bandeira e faixas horizontais: vermelha, branca e azul. À esquerda e na extremidade direita, grandes árvores envoltas em névoa. Na parte superior céu em tons rosados. Assinatura do autor e datação na inferior esquerda, próximo do canto, em tinta vermelha: ""P. A. F. 1871"". Moldura em madeira estreita, escura, decorada de torcidos estreitos, filetados de dourado.",Passagem do Chaco,Pedro Américo de Figueiredo e Melo,óleo | tela,Brasil,1871,02.6 Pintura,Bom,205,259,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
217,6202,,Pintura religiosa,"À direita, Jesus Cristo de pé, descalço, direcionado para a esquerda, carregando cruz sobre ombro direito; cabelos e bigode castanhos, coroa de espinhos verde, túnica marrom, corda envolvendo pescoço e cintura. Atrás dele, homens ajudando a carregar a cruz, um à direita e cinco à esquerda, alguns usando capacetes metálicos com pena branca e lanças. À esquerda, cavalo visto de costas, aparecendo apenas pernas e lombo; sobre ele, homem de perfil à direita, usando capacete com pena branca, camisa vermelha, saia e botas pretas, segurando haste com flâmula vermelha, tendo na parte superior a inscrição em caracteres amarelos: ""SPQR"". Fundo arquitetônico em tons pardos, composto de muro, cúpula com aberturas circulares e lanternim; prédio com sobreposição de janelas de vergas retas, rotunda e cúpula. Na parte superior, detalhes de céu azul acinzentado. Moldura em madeira escura, encerada, de areatas frontais arredondas. Parte inferior retangular e superior trilobada.",Passo da Via Sacra,Não identificado,madeira | óleo,Brasil - Bahia,[17--],02.6 Pintura,Bom,176,141,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
218,6204,,Pintura histórica,"A tela retrata, alegoricamente, o último baile do Império, realizado na Ilha Fiscal, Rio de Janeiro, em 9 de novembro de 1889. A presença do imperador Dom Pedro II, de sua filha e de personalidades políticas do Império serve ao pintor para uma composição de extremo simbolismo, onde as luzes da aurora confundem-se com a chegada da República e dos novos protagonistas da cena política que terá lugar após o 15 de novembro de 1889. Assinatura do autor e datação no canto inferior direito: ""F. Aurélio. 1905"". Moldura em madeira dourada tendo na parte inferior, ao centro, placa de madeira com a inscrição: ""ÚLTIMO BAILE DA MONARQUIA/REALIZADO NA ILHA FISCAL/A 9 DE NOVEMBRO DE 1889/Óleo de AURÉLIO DE FIGUEIREDO"".",A ilusão do Terceiro Reinado,Aurélio de Figueiredo,óleo | tela,Brasil,1905,02.6 Pintura,Bom,398,733,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
219,6207,,Figura humana (pintura),"Busto de homem de perfil à direita. Rosto fino e magro. Morrião prateado. Cabelos escuros e lisos sobre a nuca. Sobrancelha curta e rala. Olhos claros. Espesso bigode e barbicha castanhos. Peitoral metálico. Fundo ocre esverdeado. Moldura em baguete de madeira escura, lisa, envernizada.",Cabeça de guerreiro holandês (estudo),Victor Meireles,óleo | tela,Brasil,187-,02.6 Pintura,Bom,61.7,49.3,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
220,6212,,Pintura religiosa,"Painel com a extremidade superior e inferior curvilíneas e laterais retas. No centro, Jesus Cristo ajoelhado, voltado para a direita, trajando túnica verde-claro com faixa branca na cintura. Rosto de perfil circundado por auréola de raios brancos. Braço esquerdo erguido e direito para baixo; mão tocando a bacia e pé direito de São Pedro, sentado à direita, com cabelos, barba e bigode grisalhos; túnica marrom; braço direito erguido e dedo indicador apontando para o alto; mão esquerda segurando a barra da túnica. Atrás de Jesus, à esquerda, São João Evangelista, de pé, cabelos longos, castanhos, imberbe, vestindo túnica verde-escuro e manto vermelho, segurando vasilhame com alça. Em volta destes, os outros dez apóstolos de pé ou sentados, alguns em detalhe destacando-se no centro, Judas Iscariotes, com a mão direita segurando pequeno saco vermelho. Na parte superior, detalhe de cortinas vermelhas e elementos arquitetônicos .",Lava-pés,Não identificado,madeira | óleo,Brasil - Bahia,[17--],02.6 Pintura,Regular,178,228,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
221,6214,,Pintura histórica,"Mar calmo em tons azuis com empastamentos brancos e céu em tons violáceos, róseos, azuis e beges. No centro, embarcação com proa direcionada para a direita. Velas brancas, destacando-se na da frente a cruz vermelha da Ordem de Cristo. Em um dos mastros, pequena bandeira branca com cruz semelhante. No alto da popa, detalhes de pessoas. À direita, na linha do horizonte, silhueta de montanhas. Assinatura do autor, localização e datação no canto inferior esquerdo em tinta preta: ""C. Balliester/Rio -912"". Moldura em madeira escura, lisa, envernizada, com parte interna chanfrada.",Nau do descobrimento,Carlos Balliester,óleo | tela,Brasil - Rio de Janeiro,1912,02.6 Pintura,Bom,142,221,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
222,6217,,Pintura histórica,"Em primeiro plano, mar azul claro. Formando uma esquadra, encontra-se à esquerda, navio a vapor, ao largo, com casco na cor branca. Apresenta dois mastros com cesta de gávea, duas chaminés na cor marrom e na proa e na popa bandeira esverdeada. Ao lado do casco, três escaleres na água. Ao centro, navio com casco branco, três mastros, um gurupés, uma chaminé e, presa à popa, bandeira verde. Observa-se no mar escaler branco. Em segundo plano, ao longo das águas, formando pequenos grupos, vinte e dois navios a vapor e várias embarcações se movimentando. Ao fundo, recortes de montanhas com casario à margem. Céu azul com nuvens brancas. Assinatura do autor e datação no canto inferior direito: ""G. Dall'Ara 1908"". Moldura em madeira dourada. Placa dourada ao centro da parte inferior da moldura com a inscrição: ""GUSTAVO DALL' ARA/1908/ESQUADRA AMERICANA"".",Esquadra americana,Gustavo Dall'Ara,óleo | tela,Brasil,1908,02.6 Pintura,Bom,42,118,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
223,6219,,Pintura histórica,"Em primeiro plano, à direita, vê-se um navio já meio submerso. Sobre seu convés estão alguns tripulantes, uns ocupados na tarefa de carregar um canhão, outros, sentados em atitude de espera. Sobre a caixa da roda, nota-se um marinheiro da armada imperial, ajoelhado, com a cabeça levantada fazendo um gesto com o braço direito; de frente a essa figura, um oficial inimigo apontando-lhe o cano de uma pistola. Observa-se, ainda, nesse local, um velho andando em atitude desalentadora. Armas caídas no chão do convés como chuços, machadinhas de abordagens, espingardas, espadas e balas. Nas águas barrentas e manchadas de sangue, boiam corpos de soldados mortos, nadam paraguaios e se debatem outros agarrando-se a destroços num supremo e derradeiro esforço de salvação. Os sinais de vitória tremulam nas vergas dos navios brasileiros. Em segundo plano, à esquerda, três navios ao fundo; à direita, esquadra paraguaia em combate. Moldura em madeira esculpida e dourada, acantonada por florões ornamentais, tendo ao alto o escudo do Império do Brasil sobre troféus de armas. Na parte inferior desta, um cartela onde se lê a inscrição: ""Combate naval/do/Riachuelo/11 de junho de 1865"".",Batalha Naval do Riachuelo,Victor Meireles,óleo | tela,Brasil,1882/1883,02.6 Pintura,Bom,400,800,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
224,6221,,Retrato (pintura) (miniatura),"busto de homem jovem ligeiramente voltado para a direita . Rosto comprido, faces coradas, testa larga. Cabelos curtos, castanhos, com entradas pronunciadas. Olhos azuis e nariz fino. Boca pequena, lábio superior saliente e carnudo. Sobrancelhas finas, castanhas. Bigode e mosca ralos na mesma cor. Orelha direita visível. Pescoço comprido envolto em ""fraise"" branca. Couraça metálica cinza com detalhes dourados. Fita vermelha, fundo escuro. Moldura retangular em madeira escura, lisa, envernizada. Parte interna proeminente com abertura ovalada guarnecida de friso de metal dourado e vidro de proteção.",Sebastião de Portugal,Desconhecido,metal | óleo,Portugal,[156-],02.6 Pintura,Bom,26,24,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
225,6222,,Retrato (pintura),"Homem de meia idade, em meio corpo, sentando voltado para a direita. Rosto comprido e nariz pequeno e largo. Sobrancelhas espessas, escuras; olhos castanhos e pince-nez dourado. cabelos escuros e curtos. Bigode e barba cheios e escuros; boca parcialmente encoberta; orelha direita visível. Casaca preta com gola, punhos e peito bordados com folhagens douradas. No peito esquerdo, detalhe da placa da Ordem da Rosa. Calça branca com galão dourado na lateral. Braço esquerdo apoiado sobre móvel; mão enluvada, polegar tocando o punho da espada. Braço direito articulado à altura da cintura, mão sem luva sobre a perna direita segurando chapéu emplumado apoiado sobre os joelhos. À direita detalhe de espaldar de cadeira e esquerda estante com vários livros sobrepostos, alguns com os caracteres das lombadas legíveis: "" Relatório do Ministério da Guerra -1882"" e ""Relatório do Ministério dos Estrangeiros - 1882"". Fundo escuro. Assinatura R. Fragoso em tinta preta na lateral inferior direita.",Barão de Loreto,Joaquim da Rocha Fragoso,óleo | tela,Brasil - Rio de Janeiro,1882,02.6 Pintura,Regular,117,90.2,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
226,6224,,Pintura histórica,"Cena no interior de uma cadeia formada por quatro arcos onde se observa duas janelas gradeadas com cortinas longas; ambiente retratado na penumbra. Em primeiro plano, à esquerda dois soldados armados tendo a frente oficial lendo documento que traz nas mãos. À direita, Tiradentes, de pé, voltado à direita, cabeça de perfil, tem cabelo e barba longos, blusa branca, calça cinza e pés descalços, acorrentado pela mão esquerda, que está estendida em direção aos soldados acima; mão direita junto ao peito (roupão de alva). À suas costas dois sacerdotes com traje marrom com grupo de homens, sendo que um deles tem a mão junto ao peito numa expressão de espanto. Ao chão, grande pote de barro. Compondo a cena ao fundo, à esquerda junto a janela , sentado sobre um banco senhor acorrentado cabisbaixo com mais dois presos que observam a cena. Ao chão sacerdote assentado de costas com cabeça de perfil à direita. À direita, grupo de presos, um sentado no chão outros de pé com expressão de espanto, podemos observar um negro e um velho de barbas e olhos voltados para cima com lenço vermelho na cabeça, sentado sobre manta listrada. Atrás destes, sacerdote com livro aberto. Ao fundo vários homens de pé acorrentados observam a cena. Ao duas longas velas acesas tendo um crucifixo ao centro.",Leitura da sentença dos inconfidentes,Eduardo de Sá,óleo | tela,Brasil,-1921,02.6 Pintura,Bom,270,410,0.0,,0.0,"Domínio público, ver http://mhn.acervos.museus.gov.br/uso-de-imagem/"
